Numero de datos,SLL,LLT,DLL,CDLL,ColaArray,ColaLLT,ColaDLL
100,0.005002021789550781,0.04599809646606445,0.007004261016845703,0.006000995635986328,,,
1000,0.0060002803802490234,0.041002511978149414,0.004335880279541016,0.004001379013061523,,,
10000,0.010968208312988281,0.039983272552490234,0.009001016616821289,0.009984493255615234,,,
50000,0.0269622802734375,0.03700137138366698,0.02700209617614746,0.0300140380859375,,,
100000,0.042955875396728516,0.038996219635009766,0.04401779174804688,0.046999454498291016,,,
