Numero de datos,SLL,LLT,DLL,CDLL,ColaArray,ColaLLT,ColaDLL
100,0.007000446319580078,0.04499983787536621,0.004978179931640625,0.004998922348022461,,,
1000,0.0049991607666015625,0.040966272354125984,0.004007339477539063,0.003999710083007813,,,
10000,0.009998321533203125,0.03600049018859863,0.010065793991088869,0.012000083923339844,,,
50000,0.022521495819091797,0.0379638671875,0.02199649810791016,0.02899980545043945,,,
100000,0.043961524963378906,0.03200078010559082,0.023000717163085938,0.043999433517456055,,,
