Numero de datos,SLL,LLT,DLL,CDLL,ColaArray,ColaLLT,ColaDLL
100,0.007002115249633789,0.003999710083007813,0.005002737045288086,0.004009008407592773,,,
1000,0.006997346878051758,0.003966808319091797,0.002997159957885742,0.002999544143676758,,,
10000,0.01399993896484375,0.007119417190551758,0.006946563720703125,0.00699925422668457,,,
50000,0.02601003646850586,0.02675771713256836,0.021175861358642568,0.027964115142822262,,,
100000,0.049001455307006836,0.04700326919555664,0.042966604232788086,0.04700136184692383,,,
