Numero de datos,SLL,LLT,DLL,CDLL,ColaArray,ColaLLT,ColaDLL
100,,,,,0.0029997825622558594,0.006026268005371094,0.006986141
1000,,,,,0.002997636795043945,0.005998611450195313,0.008033752
10000,,,,,0.01003718376159668,0.008967876434326172,0.008699656
50000,,,,,0.026998519897460938,0.0298762321472168,0.026002884
100000,,,,,0.0480043888092041,0.04500007629394531,0.042296886
